Source_label,Z,L,D
0,?? ???? ????? ??? ??????? ?????? ???? ???? ???? ?? ???? ??? ?,?? ???? ????? ??? ??????? ?????? ???? ???? ???? ?? ???? ??? ?,?? ???? ????? ??? ??????? ?????? ???? ???? ???? ?? ???? ????
0,?? ???? ?????? ???? ??? ??-???? ?????? ?? ???? ???? ???? ?? ??? ?? ??? ?????? ???,?? ???? ?????? ???? ??? ??-???? ?????? ?? ???? ???? ???? ?? ??? ?? ??? ?????? ???,?? ???? ?????? ???? ??? ??-???? ?????? ?? ???? ???? ???? ?? ??? ? ??? ?????? ???
0,1.7.2 ?? ????? ?????,1.7.2 ?? ????? ?????,1.7.2 ?? ????? ?????
0,??????? ?? ?????? ???? ????? ?????? ?? ????? ???? ???? ????? ???? ?????? ????? ??? ????? ?????,??????? ?? ?????? ???? ????? ?????? ?? ????? ???? ???? ????? ???? ?????? ????? ??? ????? ?????,??????? ??????? ???? ????? ?????? ??????? ???? ???? ????? ???? ?????? ????? ??? ????? ?????
0,2. ???? ????? ????,2. ???? ????? ????,2. ???? ????? ????
0,2.1 ??????? ??? ?? ??? ??? ???? ??? ? ???? ???? ??? ???? ??? ???? ???? ???? ??????? ???? ???? ????? ????? ?? ???? ????? ?? ????? ?? ????,2.1 ??????? ??? ?? ??? ?? ???? ??? ? ???? ?? ??? ???? ??? ???? ???? ???? ??????? ?? ???? ????? ????? ?? ???? ????? ?? ????? ?? ????,2.1 ??????? ??? ?? ??? ?? ???? ??? ? ???? ?? ??? ???? ??? ???? ?????? ???? ??????? ?? ???? ????? ????? ?? ???? ????? ?????? ?? ????
0, ???? ??? ?????? ????? ??? ????? ???? ?? ???? (???) ??????? ?????? ????? ??? ???? ?????? ???? ?????? ????? ???? ???? (????)? ’’????’’ ???? ??? ???? ???? ???? ??????? ????? ???? ???? ?????? ????? ??? ??????? ???? ???? ???? ?????? ????, ???? ??? ?????? ????? ??? ????? ???? ?? ???? (???) ??????? ?????? ????? ??? ???? ?????? ???? ?????? ????? ???? ???? (????)? ’’????’’ ???? ??? ???? ???? ???? ??????? ????? ???? ???? ?????? ????? ??? ??????? ???? ???? ???? ?????? ????, ???? ??? ?????? ????? ??? ????? ???? ????? (????) ??????? ?????? ????? ??? ???? ?????? ???? ?????? ????? ???? ???? (????)? ’’????’’ ???? ?? ???? ???? ???? ??????? ????? ???? ???? ?????? ????? ??? ??????? ???? ???? ???? ?????? ????
0,2.2 ??????? ????? ????? ????? ????? ??? ???? ???? ????? ???? ?????? ?????? ????? ???? ???? ?? ?? ?????? ?????? ????? ???? ??????? ????? ??? ????,2.2 ??????? ????? ????? ????? ????? ??? ?? ???? ????? ???? ?????? ?????? ????? ?? ???? ?? ?? ?????? ?????? ????? ???? ??????? ????? ??? ????,2.2 ??????? ????? ????? ????? ????? ??? ?? ???? ????? ???? ?????? ?????? ????? ?? ???? ?? ?? ?????? ?????? ????? ???? ??????? ????? ??? ????
0,2.3 ?????? ??? ?????? ???? ??? ??? ???????? ?????? ??? ?????? ????? ??? ????? ????? ?????? ??? ????,2.3 ?????? ??? ?????? ???? ??? ??? ???????? ?????? ??? ?????? ????? ??? ????? ???? ?????? ??? ????,2.3 ?????? ??? ?????? ???? ??? ??? ???????? ?????? ??? ?????? ????? ??? ????? ???? ????? ??? ????
0,2.4 ????? ???? ????? ???? ???? ???? ??? ??????? ????? ??? ???? ????? ???????? ????? ??? ???? ??? ??? ?????? ???? ??? ???? ??? ??? ????? ????? ??? ?????,2.4 ????? ???? ????? ???? ???? ???? ??? ??????? ????? ??? ???? ????? ????????? ????? ??? ???? ??? ??? ?????? ???? ??? ?? ??? ??? ???? ????? ??? ?????,2.4 ????? ???? ????? ???? ???? ???? ??? ??????? ????? ??? ???? ????? ???????? ????? ??? ???? ??? ??? ?????? ???? ??? ?? ??? ??? ????? ????? ??? ?????
0,2.5 ???? ?? ??? ??????? ?????? ???? ????? ???? ???? ???? ????? ??? (????) ???????? ????? ????? ???? ???? ??? ????,2.5 ???? ?? ??? ??????? ?????? ???? ????? ???? ???? ???? ????? ??? (????) ???????? ????? ????? ???? ???? ??? ????,2.5 ???? ?? ??? ??????? ?????? ???? ????? ???? ???? ???? ????? ??? (????) ???????? ????? ????? ???? ???? ??? ????
0,2.6 ???? ?? ??????? ?????? ???? ????? ??????? ?????? ??? ??? ??? ??? ????? ???? ??? ??? ??? ????,2.6 ???? ?? ??????? ?????? ???? ????? ??????? ?????? ??? ??? ??? ??? ????? ???? ??? ??? ??? ????,2.6 ???? ?? ??????? ?????? ???? ????? ??????? ?????? ??? ??? ??? ??? ????? ???? ??? ???? ??? ????
0,2.7 ????? ?????? ???? ?? ???? ??? ??? ?? ???? ???? ??? ??? ????? ???? ??? ??? ????,2.7 ????? ?????? ???? ?? ?? ??? ??? ?? ???? ???? ??? ??? ????? ???? ??? ??? ????,2.7 ????? ?????? ???? ?? ?? ??? ??? ? ???? ???? ??? ??? ????? ???? ??? ??? ????
0,2.8 ??? ????? ?? ???? ?? ?? ???? ??? ?????? ???? ?? ??? (??) ??? ?? ??? ???? ???? ???? ???? ??? ???? ??? ???? ??????? ??? ??? ?????? ????? (?????) ???? ?????? ???? ????,2.8 ??? ????? ?? ???? ?? ?? ???? ??? ?????? ???? ?? ??? (??) ??? ?? ??? ???? ???? ???? ???? ??? ?? ??? ?? ??????? ??? ??? ?????? ????? (?????) ???? ?????? ???? ????,2.8 ??? ????? ?? ???? ? ?? ???? ??? ?????? ???? ? ??? (??) ??? ?? ??? ???? ???? ???? ???? ??? ?? ??? ?? ??????? ??? ??? ?????? ????? (?????) ???? ?????? ???? ????
0,2.9 ????? ??? ??? ?????? ???? ?? ???? ??? ??? ?? ???? ???? ??? ??? ????? ??? ???? ???? ??? ???? ???? ???? ???? ????,2.9 ????? ??? ??? ?????? ???? ?? ?? ??? ??? ?? ???? ???? ??? ??? ????? ??? ???? ???? ??? ?? ???? ???? ???? ????,2.9 ????? ??? ??? ?????? ???? ?? ?? ??? ??? ? ???? ???? ??? ??? ????? ??? ???? ???? ??? ?? ???? ???? ???? ????
0,2.10 ???? ? ???? ??? ??? ???? ?????? ???? ??? ?? ???? ???? ???? ???? ????? ??? ??? ???? ??? ???? ??? ???? ??? ??? ???? ??? ???????? ??? ??? ?? ????? ??? ????,2.10 ???? ? ???? ??? ??? ???? ?????? ???? ??? ?? ???? ???? ?? ???? ????? ??? ??? ???? ??? ???? ??? ???? ??? ??? ???? ??? ???????? ??? ??? ?? ????? ??? ????,2.10 ???? ? ???? ??? ??? ???? ?????? ???? ????? ?? ? ???? ???? ?? ???? ????? ??? ??? ???? ??? ???? ??? ???? ??? ??? ???? ?????? ?? ??? ?? ??? ??? ????
0,2.11 ???? ??? ?? ???? ????? ???? ?? ???? ?? ?? ???? ??? ????? ??? ?? ????? ???? ???? ???? ????? ???? ?????? ????? ????? ?? ???? ??? ????,2.11 ???? ??? ?? ???? ????? ???? ?????? ?? ?? ???? ??? ????? ??? ?? ????? ???? ???? ???? ????? ???? ????? ????? ????? ?? ???? ??? ????,2.11 ???? ??? ?? ???? ????? ???? ?????? ?? ?? ???? ??? ????? ??? ?? ????? ???? ???? ???? ????? ???? ????? ????? ????? ?? ???? ??? ????
0,2.12 ??????,2.12 ??????,2.12 ??????
0,????? (? ?????)? ?? ???? ??? ????? ??? ???? ??? ???? ???? ???? ??????? ?? ??? ??? ??? ???? ??? ???? ??? ??? ??? ????,????? (? ?????)? ?? ???? ??? ????? ??? ???? ??? ???? ???? ???? ?????? ?? ??? ??? ??? ???? ??? ???? ??? ??? ??? ????,????? (? ?????)? ?? ???? ??? ????? ??? ???? ??? ???? ???? ???? ??????? ?? ??? ??? ??? ???? ??? ???? ??? ???? ??? ????
0,??????? ?? ??? ?? ??? ??? ?? ???? ???? ???? ????? ?????? ????,??????? ?? ??? ?? ??? ??? ?? ???? ???? ???? ????? ?????? ????,??????? ?? ??? ???? ??? ?? ???? ???? ???? ????? ?????? ???
0,??? ???? ??? ?????? ?? ??? ?? ?? ????? ??? ?? ????? ???? ??’? ?????? ????? ???? ??? ?? ???? ????? ?? 1984 ?.?. ??? ??? ????? ???? ????? ??? ???? ??????? ,??? ???? ??? ?????? ?? ??? ?? ?? ????? ??? ?? ???? ???? ??’? ???? ????? ???? ??? ?? ???? ????? ?? 1984 ?.?. ??? ??? ????? ???? ????? ??? ???? ??????,??? ???? ??? ?????? ?? ??? ?? ?? ????? ??? ?? ???? ???? ??’? ???? ????? ???? ?? ?? ???? ????? ? 1984 ?.?. ??? ??? ????? ???? ????? ??? ???? ???????
0,?? ?? ???? ???? ???? ???? (Geographical) ???? ???? ????? ????? ?????? ???? ?????? ?????? ???? ???? (??? ??????? ????)? ????? ??? ???? ?? ???? ?????? ???? ????? ??? ???? ?? ???? ???? ????????? ???????? ??? ????? ????? ????, ?? ?? ???? ???? ???? ???? (Geographical) ???? ???? ????? ????? ?????? ???? ?????? ?????? ???? ???? (??? ??????? ????)? ????? ??? ???? ?? ???? ?????? ??? ????? ??? ???? ?? ???? ???? ????????? ???????? ??? ????? ????? ????, ?? ?? ???? ???? ???? ???? (Geographical) ???? ???? ????? ????? ?????? ???? ?????? ?????? ???? ???? (??? ???????????)? ????? ??? ???? ??? ???? ?????? ???? ????? ??? ???? ?? ???? ???? ????????? ???????? ??? ????? ????? ????
0,?????? “???-???” ?? ??? ??? ?? ????? ???? ???? ??? ‘’???’’ ???? ???? ???? ?? ???? ?? ?? ???? ?? ??? ???? ?????? ??? ??? ?? ?? ??? ‘’???’’ ??? ??? ???? ???? ???? ??? ???????? ?????? ???. ??? ???,?????? “???-???” ?? ??? ??? ?? ????? ???? ??? ??? ‘’???’’ ???? ???? ???? ?? ???? ?? ???? ?? ??? ???? ?????? ??? ??? ?? ?? ??? ‘’???’’ ??? ??? ???? ???? ???? ??? ???????? ?????? ???. ??? ???,?????? “???-???” ? ??? ??? ?? ????? ???? ???? ??? ‘’???’’ ???? ???? ???? ? ???? ?? ???? ?? ??? ???? ?????? ??? ??? ?? ?? ??? ‘’???’’ ??? ??? ???? ???? ???? ??? ???????? ?????? ???. ??? ???
0,???? ??? ???? ???? ????? ?? ???/????/ ???. ?? ??? ?? ???? ??? ???? ???? ????? ???? ????? ??? ????,???? ??? ???? ???? ????? ?? ???/????/ ???. ?? ??? ?? ??? ??? ???? ???? ????? ???? ????? ??? ????,???? ??? ???? ???? ????? ?? ???/????/ ???. ? ??? ?? ???? ??? ???? ???? ????? ???? ????? ??? ????
0,??? ???? ?????? ????? (??????)? ???? ?? ???? ????? ?? ????? ?????? ?? ????? ?? ??? ?? ???? ?? ??? ?? ????? ????? ???. ??? ????,??? ???? ?????? ????? (??????)? ???? ?? ???? ????? ?? ????? ?????? ?? ????? ?? ??? ?? ???? ?? ??? ?? ????? ????? ???. ??? ????,??? ???? ?????? ????? (??????)? ???? ?? ???? ????? ?? ????? ?????? ?? ????? ?? ??? ?? ???? ?? ??? ?? ????? ????? ???. ??? ????
0,????? (??? ???)? ???? ??? ?? ???? ?????? ? ???? ??? ???? ??? ????,????? (??? ???)? ???? ??? ?? ???? ?????? ? ???? ??? ???? ??? ????,????? (??? ???)? ???? ??? ?? ???? ?????? ? ???? ??? ???? ??? ????
0,???? ? ?????? ??? ??? ?’???? ????? ??? ???? ????? ????? ????? ????? ?? ???? ???? ????? ????? ??? ??????,???? ? ?????? ??? ??? ?’???? ????? ??? ???? ????? ????? ????? ????? ?? ???? ???? ????? ?????? ??? ??????,???? ? ?????? ???? ??? ?’???? ????? ??? ???? ????? ????? ????? ????? ?? ???? ???? ????? ?????? ??? ??????
0,?? ??? ????? ??? ????? ??? ????? ??? ??? ?? ??????? ???? ???? ????? ???? ???? ?????? ?? ??? ??? ???? ????? ??? ??????? ???? ??? ??? ????? ?????? ??? ??? ???? ?? ???? ????? ????? ???? ????? ??? ???? ???? ??? ???? ????, ?? ??? ????? ??? ???? ????? ??? ??? ?? ??????? ???? ???? ????? ???? ???? ?????? ?? ??? ??? ???? ????? ??? ??????? ???? ??? ??? ???? ?????? ??? ??? ???? ?? ???? ????? ????? ???? ????? ??? ???? ???? ??? ???? ????,?? ??? ????? ??? ???? ????? ??? ??? ?? ??????? ???? ???? ????? ???? ???? ?????? ? ??? ??? ???? ????? ??? ??????? ???? ??? ??? ???? ?????? ??? ??? ???? ?? ???? ????? ????? ???? ????? ??? ???? ???? ??? ???? ????
0,?? ????? ??? ??? ????? ???’? ??????? ???? ?????? ??? ????? (1306-36)? ?? ??? ???? ????? ???? ?? ???? ?????? ????? ????? ???? ??????? ??????,?? ????? ??? ??? ????? ???’? ????? ???? ?????? ??? ????? (1306-36)? ?? ??? ???? ????? ???? ?? ???? ?????? ????? ????? ???? ??????? ??????,?? ????? ??? ??? ????? ???’? ????? ???? ?????? ??? ????? (1306-36)? ?? ??? ???? ????? ???? ????? ?????? ????? ????? ???? ??????? ??????
0,?????? ????? ?? ??? ????? ?? ????? ?? ?????? ?? ??? ???? ?????? ??? ??? ???? ?????? ???? ???? ?????? ???? ???? ?? ????? ???? ??????,?????? ????? ?? ??? ????? ?? ????? ?? ?????? ?? ??? ???? ?????? ??? ??? ???? ?????? ???? ???? ?????? ???? ???? ?? ????? ???? ??????,?????? ????? ?? ??? ????? ?? ????? ?? ?????? ???? ???? ?????? ???? ??? ???? ?????? ???? ???? ?????? ???? ???? ?? ????? ???? ??????
0,???? ???? ???? ???? ?????? ???? ?????????? ??????? ??????? ????? ??? ???? ????? ???? ???? ??????-,???? ???? ???? ???? ?????? ???? ?????????? ??????? ??????? ????? ??? ???? ????? ???? ???? ??????-,??? ???? ???? ???? ?????? ???? ?????????? ??????? ??????? ????? ??? ???? ????? ???? ???? ??????-
0,???? ???? ????? ??????? ???? ???? ?????? ??? ???? ? ????? (??? ?????) ????,???? ???? ????? ??????? ???? ???? ?????? ??? ???? ? ????? (??? ?????) ????,??? ???? ????? ??????? ???? ???? ?????? ??? ???? ? ????? (??? ?????) ????
0,? ????? ???? ??? ??? (????) ???? ????? ? (???) ???? ?? (?????) ?????,? ????? ???? ??? ??? (????) ???? ????? ? (???) ???? ?? (?????) ?????,? ????? ???? ??? ??? (????) ???? ????? ? (???) ???? ?? (?????) ?????
0,? ????? (??? ?????) ??? ??? ??? ????? ???? ??? ?????? ? ???? ???? ???? ???? ???? ??????? ???? ????,? ????? (??? ?????) ??? ??? ??? ????? ???? ??? ?????? ? ???? ???? ???? ???? ???? ??????? ???? ????,? ????? (??? ?????) ?? ??? ??? ????? ???? ??? ?????? ? ???? ???? ???? ???? ???? ??????? ???? ???
0,? ????? ??? ???? ?????? ?? ???? (?????) ????? ????? ????? ??? ??? ??? (?)? ??? ??? ?????? ?? ??? ??? ??? ??? ? ???? ??? ???? ????? ???? ???? ????? ?????? ???? ??????,? ????? ??? ???? ?????? ?? ???? (?????) ????? ????? ????? ??? ??? ??? (?)? ??? ??? ?????? ?? ??? ??? ??? ??? ? ???? ??? ???? ????? ?? ???? ????? ?????? ???? ??????,? ????? ??? ???? ?????? ?? ???? (?????) ????? ????? ????? ??? ??? ??? (?)? ??? ??? ?????? ?? ??? ??? ??? ??? ? ???? ???? ?? ????? ?? ???? ????? ?? ???? ???? ??????
0,??? ?????? ?? ???? ???? ???? ????? ????? ???? ??????? ??????? ????? ??? ??? ??? ????? ??? ??? ????? ?? ??? ??? ??? ????? ?? ????? ???? ??????? ?? ??? ??? (??????) ??????? ????? ???? ????? ?????,??? ?????? ?? ???? ???? ???? ????? ????? ???? ??????? ??????? ????? ??? ??? ??? ????? ??? ??? ????? ?? ??? ??? ??? ????? ?? ????? ???? ??????? ?? ??? ??? (??????) ??????? ????? ???? ????? ?????,??? ?????? ?? ???? ???? ???? ????? ????? ???? ??????? ??????? ?????? ??? ??? ??? ????? ??? ??? ????? ?? ??? ??? ??? ????? ?? ????? ???? ??????? ?? ??? ??? (??????) ??????? ????? ???? ????? ?????
0,??? ????? ???? ?? ??????? ????? ??? ????? ???? ????? ???? ????? ??????? ???????? ?????? ????? ?????? ?????? ???? ????? ?????? ???? ????? ???? ???,??? ????? ???? ?? ??????? ????? ??? ????? ???? ????? ???? ????? ??????? ???????? ?????? ????? ?????? ?????? ???? ????? ??????  ???? ????? ???? ???,??? ????? ???? ?? ??????? ????? ??? ????? ???? ????? ???? ????? ??????? ???????? ?????? ????? ?????? ?????? ???? ????? ?????? ???? ????? ? ???
0,?????? ???? ??????,????? ???? ??????,????? ???? ??????
0,????? ??????? ?? ??? ????? ???? ???? ?? ???? ???? ????? ????? ????? ??? ????,????? ?????? ?? ??? ????? ???? ???? ?? ???? ???? ????? ????? ????? ??? ????,????? ????? ?? ??? ????? ???? ???? ?? ???? ???? ????? ????? ????? ??? ????
0,??????? ???? ??? ???? ??? ?????? ???? ?? ????? ????? ??-???? ??? ????? ????,??????? ???? ??? ???? ??? ?????? ???? ?? ????? ????? ??-???? ??? ????? ????,??????? ???? ??? ???? ??? ?????? ???? ? ????? ????? ??-???? ??? ????? ????
0,?? ???? ???? ???? ???? ??-???? ???? ??? ????? ?? ????? ?? ???? ???? ???? ??? ??-????? ??? ?? ??? ??????,?? ???? ???? ???? ???? ??-???? ???? ??? ????? ?? ????? ?? ???? ???? ???? ??? ??-????? ??? ?? ??? ??????,?? ???? ???? ???? ???? ??-???? ???? ??? ????? ?? ????? ?? ???? ???? ???? ??? ??-????? ??? ?? ???? ??????
0,????? ?????? ??? ????? ????? ???? ????? ??? ?????,????? ?????? ??? ????? ????? ???? ????? ??? ?????,???? ?????? ??? ????? ????? ???? ????? ??? ?????
0,2.13 ??? ?????,2.13 ??? ?????,2.13 ??? ?????
0,??? ?????? ???? ??? ??? (Indigenous) ??-???? ??? ????? ???? ???? ? ???? ????? ??? ??? ?????? ?? ???? ?? ????? ???? ???? ????? ???? ???? ??????? ??? ??????? ?????? ????,??? ?????? ???? ??? ??? (Indigenous) ??-???? ??? ????? ???? ???? ? ???? ????? ??? ??? ?????? ?? ???? ?? ????? ???? ???? ????? ???? ???? ??????? ??? ??????? ??????????,??? ?????? ??? ??? ??? (Indigenous) ??-???? ??? ????? ???? ???? ? ???? ????? ??? ??? ?????? ?? ???? ?? ????? ???? ???? ????? ???? ???? ??????? ??? ??????? ?????? ????
0,??? ?????? ?????? ??? ???? ??? ????? ????? ???? ???? ??? ?????? ???? ??? ??? ??? ???? ??-???? ??? ????,??? ?????? ?????? ??? ???? ??? ????? ????? ???? ???? ??? ?????? ???? ??? ??? ??? ???? ??-???? ??? ????,??? ?????? ?????? ??? ???? ??? ????? ????? ???? ???? ??? ?????? ???? ??? ??? ??? ???? ??-???? ??? ????
0,??? ??? ???? ????? ???? ????? ??? ???? ???? ??? ??? ??-???? ??? ????? ????? ??? ?? ???? ???? ??? ???????,??? ??? ???? ????? ???? ????? ??? ???? ???? ??? ??? ??-???? ??? ????? ????? ??? ?? ???? ???? ??? ??????,??? ??? ???? ????? ???? ????? ??? ???? ???? ??? ??? ??-???? ??? ??? ????? ??? ?? ???? ???? ??? ???????
0,??? ?????? ???? ???? ??? ??????? ??? ???? ?? ???? ?? ?? ???? ???? ?? ???? ???? ??-???? ??? ??? ?? ????? ???????? ?????? ????? ???? ?????? ??? ???? ??? ???? ??? ??? ????? ?????? ??????? ?????? ?????? ????? ?? ?? ???? ????,??? ?????? ???? ???? ??? ??????? ?????? ???? ?? ???? ?? ?? ???? ???? ?? ???? ???? ??-???? ??? ??? ?? ????? ???????? ?????? ????? ?? ?????? ?? ???? ??? ?? ??? ??? ????? ?????? ??????? ?????? ?????? ????? ?? ?? ???? ????,??? ?????? ???? ???? ??? ??????? ?????? ????? ?? ???? ?? ?? ???? ???? ? ???? ???? ??-???? ??? ??? ?? ????? ???????? ?????? ????? ?? ?????? ?? ???? ??? ?? ??? ??? ????? ?????? ??????? ?????? ?????? ????? ?? ?? ???? ????
0,?? ??? ?????? ??? ?? ?? ????,?? ??? ?????? ??? ?? ?? ????,?? ??? ?????? ??? ??? ????
0,?????? ?????? ??????? ??? ??? ????,?????? ?????? ??????? ??? ??? ????,?????? ?????? ??????? ??? ??? ????
0,?? ???? ??? ??? ??? ???? ???? ?????????? ?? ?? ???????? ??? ???? ???? ???,?? ???? ??? ??? ??? ???? ???? ?????????? ?? ?? ?????? ??? ???? ???? ???,?? ???? ??? ??? ??? ???? ???? ??? ????? ? ?? ????? ????? ??? ???? ???? ???
0,?? ????? ???? ?? ??? ????? ???? ????? ?????? ?? ???? ??? ??? ?????? ??????? ????? ?????? ???? ???????? ??????? ????? ????? ???? ???? ??? ??’?? ?? ??? ????? ????? ???? ??? ??? ??? ???? ?? ???? ???? ???? ????,?? ????? ??? ?? ??? ????? ???? ????? ?????? ?? ???? ??? ??? ?????? ??????? ????? ?????? ???? ???????? ??????? ????? ????? ???? ???? ??? ??’?? ?? ??? ????? ???? ???? ??? ??? ??? ???? ?? ???? ???? ???? ????,?? ????? ???? ?? ??? ????? ???? ????? ?????? ????? ??? ??? ?????? ??????? ????? ?????? ???? ???????? ??????? ????? ????? ???? ???? ??? ??? ?? ??? ???? ???? ???? ??? ??? ??? ???? ??- ???? ???? ???? ????
0,2.14 ????? ??? ?????,2.14 ????? ??? ?????,2.14 ????? ??? ?????
0,??? ????? ??? ?????,??? ????? ??? ?????,??? ????? ??? ?????
0,???? ??? ??? ????? ??? ??? (Indigenous) ???? ???? ???? ??? 14 ?/??? ???? ??? ?? ????? ??? ????? ?? ????? ???? ????? ???? ?? ??? ???? ??? ??? ??? ?? ?????????,???? ??? ??? ????? ??? ??? (Indigenous) ???? ???? ???? ??? 14 ?/??? ???? ??? ?? ????? ??? ????? ?? ????? ???? ????? ???? ?? ??? ???? ??? ??? ??? ?? ?????? ??,???? ??? ??? ????? ??? ??? (Indigenous) ???? ???? ???? ??? 14 ?/??? ???? ??? ?? ???? ??? ????? ?? ????? ???? ????? ???? ?? ??? ???? ??? ??? ??? ?? ?????????
0,??? ????? ????? ??? ??? ?????? ??? ????? ???? ???? ?????? ???? ?????? ????? ????? ??????,??? ????? ????? ??? ??? ?????? ??? ????? ???? ???? ?????? ???? ?????? ????? ????? ??????,??? ???? ????? ??? ??? ?????? ???? ????? ???? ???? ?????? ???? ?????? ????? ????? ??????
0,???? ???? ????? ????? (Enderta Kingdom) ????? ??? ?? ???? ?????? ???? ?? ?’??? ???? ???? ???? ???? ???? ???????? ???? ???? ???? ???? ???? ????? ???? ?????? ?? ???? ???? ??????,???? ???? ????? ????? (Enderta Kingdom) ????? ??? ?? ???? ?????? ??? ?? ?’??? ???? ???? ???? ???? ???? ???????? ???? ???? ???? ???? ???? ????? ???? ?????? ?? ???? ???? ??????,???? ???? ????? ????? (Enderta Kingdom) ????? ??? ?? ???? ?????? ???? ? ?’??? ???? ???? ???? ???? ???? ???????? ???? ???? ???? ???? ???? ????? ???? ?????? ?? ???? ???? ??????
0,?. ???? ???? ??? ???? ?? ????? ???? ??? (????) ???? ???? ????? ? ??? ??? ???? ???? ?????? ??? ??? ?? ?? ??? ????? ??? ??????,?. ???? ???? ??? ???? ?? ????? ???? ??? (????) ???? ???? ????? ? ??? ??? ???? ???? ?????? ??? ??? ?? ?? ??? ????? ??? ??????,?. ???? ???? ??? ???? ??????? ???? ??? (????) ???? ???? ????? ???? ??? ???? ???? ?????? ??? ??? ?? ?? ??? ????? ??? ??????
0,?. ??? ?????? ?? ??? ????? ???? ?????? ???? ?????? ?????? ?????? ?? ??? 13 ?/???? ?? ???? ?? ??? ???? ?? ??? ??? ???? ???? ????? ???? ???????,?. ??? ?????? ?? ??? ????? ???? ?????? ???? ?????? ?????? ?????? ?? ??? 13 ?/???? ?? ???? ?? ??? ???? ?? ??? ??? ???? ???? ????? ???? ???????,?. ?? ?????? ?? ??? ????? ???? ????? ???? ?????? ?????? ?????? ?? ??? 13 ?/???? ?? ???? ?? ??? ???? ?? ??? ??? ???? ???? ????? ???? ???????
0,?. ?????? ?? ????? 14 ?/??? ???? ???? ???? ???? ????? ??? ?????? ?? ??? ??? ???? ????? ??????? ???? ????? ???’?? ?? ???? ????? ???? ??? ??????,?. ?????? ?? ????? 14 ?/??? ???? ???? ???? ???? ????? ??? ?????? ?? ??? ??? ???? ????? ??????? ???? ????? ???’?? ?? ???? ????? ???? ??? ??????,?. ?????? ?? ????? 14 ?/??? ???? ???? ???? ???? ????? ??? ?????? ?? ??? ??? ???? ????? ??????? ???? ????? ???? ? ???? ????? ???? ??? ??????
0,?. ??? ??? ????? ???? ?? ??? ???? ??-???? ???? ?? ????? ????? ??? ???? ?? ??? ?? ??? ???? ??? ???? ????? ???? ?? ??? 16 ?/??? ?? ????? ???? ????? ??? (????) ????? ???? ???? ??? ???????,?. ??? ??? ????? ???? ?? ??? ???? ??-???? ???? ?? ????? ????? ??? ???? ?? ??? ?? ??? ?? ??? ???? ????? ???? ?? ??? 16 ?/??? ?? ????? ???? ????? ??? (????) ????? ???? ???? ??? ???????,?. ??? ??? ????? ???? ?? ??? ???? ??-???? ???? ?? ????? ????? ??? ???? ?? ??? ?? ??? ?? ??? ???? ??????? ???? ?? ??? 16 ?/??? ?? ????? ???? ????? ??? (????) ????? ???? ???? ??? ???????
0,?. ?? ????? ??? ??? ???? ?? ???? ???? ?? ????? ?????? ?? ?? ??? ??? ???? ????? ???? ?? ?? ????? ?????? ?? ????? ???? ????? ??? ???? ???? (????) ????? ??????,?. ?? ????? ??? ??? ???? ?? ???? ???? ?? ????? ?????? ?? ?? ??? ??? ???? ????? ???? ?? ?? ????? ?????? ?? ????? ???? ????? ??? ???? ???? (????) ????? ??????,?. ?? ????? ??? ??? ???? ?? ???? ???? ?? ????? ?????? ? ?? ??? ??? ???? ????? ???? ?? ?? ????? ?????? ?? ????? ?????? ????? ??? ???? ???? (????) ????? ??????
0,?. ?? ?????? ??? ??? ??-?? ???? ???? ??? ???? ???? ???????? ???? ????? ?????? ???? ?? ??? ?? ?? ???? ??????? ???? ????? (???? ?????) ???? ??????,?. ?? ?????? ??? ??? ??-?? ???? ???? ??? ???? ???? ???????? ???? ????? ?????? ???? ?? ??? ?? ?? ???? ??????? ???? ????? (???? ?????) ???? ??????,?. ?? ?????? ??? ??? ??-?? ???? ???? ??? ???? ???? ???????? ???? ????? ?????? ???? ?? ??? ?? ?? ???? ??????? ???? ????? (???? ?????) ???? ??????
0,?. ?? ??? ??? ????? ????? ???? ?????? ????? ??? ???? ??? ?? ???? ?????,?. ?? ??? ??? ????? ????? ???? ?????? ????? ??? ???? ??? ?? ???? ?????,?. ?? ??? ??? ????? ????? ???? ?????? ????? ??? ???? ??? ?? ???? ?????
0,?.?? ??? ??? ???? ??? ???? 4? ??? ???? ?-?????? ????? ???? ?? ????,?.?? ??? ??? ???? ??? ???? 4? ??? ???? ?-?????? ????? ???? ?? ????,?. ?? ??? ??? ???? ??? ???? 4? ??? ???? ?-?????? ????? ???? ?? ???
0,?. ?? ??? ???? ??? ?????? ???? ??? ???? ???? ?? ??? ????? ??? ????? ?? ???? ????? ??? ??? ??? ???? ???? ?????? ?????,?. ?? ??? ???? ??? ?????? ??? ??? (???) ???? ???? ?? ??? ????? ??? ????? ?? ???? ????? ??? ??? ??? ???? ??? ?????? ?????,?. ?? ??? ???? ??? ?????? ??? ??? (???) ???? ???? ?? ??? ????? ??? ????? ?? ???? ????? ??? ??? ??? ???? ??? ?????? ?????
